frequency,word,definitions
1,FOCUS,"['the concentration of attention or energy on something', 'maximum clarity or distinctness of an image rendered by an optical system', 'maximum clarity or distinctness of an idea', 'a central point or locus of an infection in an organism', 'special emphasis attached to something', 'a point of convergence of light (or other radiation', 'a fixed reference point on the concave side of a conic section']"
1,FOCUS,"[""direct one's attention on something"", 'cause to converge on or toward a central point', 'bring into focus or alignment; to converge or cause to converge; of ideas or emotions', 'become focussed or come into focus', 'put (an image']"
1,FOCUSING,"['the concentration of attention or energy on something', 'the act of bringing into focus']"
1,FOCUSING,"[""direct one's attention on something"", 'cause to converge on or toward a central point', 'bring into focus or alignment; to converge or cause to converge; of ideas or emotions', 'become focussed or come into focus', 'put (an image']"
1,FOOLISH,"['devoid of good sense or judgment', 'having or revealing stupidity']"
1,FORCED,"['produced by or subjected to forcing', 'forced or compelled', 'made necessary by an unexpected situation or emergency', 'lacking spontaneity; not natural']"
1,FORCED,"['to cause to do through pressure or necessity, by physical, moral or intellectual means', 'urge or force (a person', 'move with force', 'impose urgently, importunately, or inexorably', 'squeeze like a wedge into a tight space', 'force into or from an action or state, either physically or metaphorically', 'do forcibly; exert force', 'take by force']"
1,FOREIGNERS,"['a person who comes from a foreign country; someone who does not owe allegiance to your country', 'someone who is excluded from or is not a member of a group']"
1,FORMS,"['the phonological or orthographic sound or appearance of a word that can be used to describe or identify something', 'a category of things distinguished by some common characteristic or quality', 'a perceptual structure', 'any spatial attributes (especially as defined by outline', 'alternative names for the body of a human being', 'the spatial arrangement of something as distinct from its substance', 'the visual appearance of something or someone', 'a printed document with spaces in which to write', '(biology', 'an arrangement of the elements in a composition or discourse', 'a particular mode in which something is manifested', '(physical chemistry', 'a body of students who are taught together', 'an ability to perform well', 'a life-size dummy used to display clothes', 'a mold for setting concrete']"
1,FORMS,"['create (as an entity', 'to compose or represent', 'develop into a distinctive entity', 'give shape or form to', 'make something, usually for a specific function', 'establish or impress firmly in the mind', 'assume a form or shape']"
1,FORTUNATE,"['having unexpected good fortune', 'supremely favored', 'presaging good fortune']"
1,FREEDOM,"['the condition of being free; the power to act or speak or think without externally imposed restraints', 'immunity from an obligation or duty']"
1,FREELY,['in a free manner']
1,FRIENDS,"['a person you know well and regard with affection and trust', 'an associate who provides cooperation or assistance', 'a person with whom you are acquainted', 'a person who backs a politician or a team etc.', 'a member of the Religious Society of Friends founded by George Fox (the Friends have never called themselves Quakers']"
1,FULFIL,"['put in effect', 'fill, satisfy or meet a want or need or condtion ro restriction', 'meet the requirements or expectations of']"
1,FULLY,"[""to the greatest degree or extent; completely or entirely; (`full' in this sense is used as a combining form"", 'sufficiently; more than adequately', 'or fully', 'or amply', 'referring to a quantity']"
1,FUNCTIONING,['process or manner of functioning or operating']
1,FUNCTIONING,['performing or able to perform its regular function']
1,FUNCTIONING,"['perform as expected when applied', 'serve a purpose, role, or function', 'perform duties attached to a particular office or place or function']"
1,FUNCTIONS,"['(mathematics', 'the domain of the function', 'the range of the function', 'what something is used for', 'the actions and activities assigned to or required or expected of a person or group', 'a relation such that one thing is dependent on another', 'a formal or official social gathering or ceremony', 'a vaguely specified social event', 'a set sequence of steps, part of larger computer program']"
1,FUNCTIONS,"['perform as expected when applied', 'serve a purpose, role, or function', 'perform duties attached to a particular office or place or function']"
1,FUNDAMENTAL,"['any factor that could be considered important to the understanding of a particular business', 'the lowest tone of a harmonic series']"
1,FUNDAMENTAL,"['serving as an essential component', 'being or involving basic facts or principles', 'far-reaching and thoroughgoing in effect especially on the nature of something']"
